Date,Open,High,Low,Close,Volume,DateTime
2025-05-13,379.95,392.95,369.45,389.05,105713,130520250000
2025-05-14,389.05,430,380.55,416.9,190929,140520250000
2025-05-15,423.15,434.75,421.05,424.15,74806,150520250000
2025-05-16,430.5,480,429.1,441.45,444950,160520250000
2025-05-19,529.7,529.7,496.35,529.7,274618,190520250000
2025-05-20,552,560,481.1,518.35,381618,200520250000
2025-05-21,520.95,529.85,505,517.55,81143,210520250000
2025-05-22,510,514.1,492.8,499.65,79363,220520250000
2025-05-23,506.9,506.9,471.15,480.95,76888,230520250000
2025-05-26,478,485,463.35,472.7,61403,260520250000
2025-05-27,474.1,489.7,472.7,481.75,51812,270520250000
2025-05-28,488.6,489,468.55,471.3,32109,280520250000
2025-05-29,475,480.4,462.4,476.85,57410,290520250000
2025-05-30,484.6,524.5,476.8,523.85,358756,300520250000
2025-06-02,526,529.5,505,506.7,104466,020620250000
2025-06-03,501,507.9,491.8,496.8,39778,030620250000
2025-06-04,496.8,509.9,492.35,494.5,49157,040620250000
2025-06-05,507.9,507.9,492.35,495.55,27419,050620250000
2025-06-06,508.1,508.1,480,488.1,45955,060620250000
2025-06-09,491.9,503,482,490.7,25158,090620250000
2025-06-10,498.4,516.65,483.7,503.9,138698,100620250000
2025-06-11,512,512,481.1,491.35,50801,110620250000
2025-06-12,496.75,496.75,481,482.25,30681,120620250000
2025-06-13,471,477.9,455.75,471.4,52129,130620250000
2025-06-16,471,494.85,450,485.95,82645,160620250000
2025-06-17,495,504,480,486.85,26232,170620250000
2025-06-18,490,492,475,476.95,15231,180620250000
2025-06-19,480,480,461,462.4,10052,190620250000
2025-06-20,462.4,481.15,439.3,469.15,8493,200620250000
2025-06-23,450.6,466.85,450.6,459.85,11997,230620250000
2025-06-24,468.8,478.7,465.1,472.9,9594,240620250000
2025-06-25,472.9,480,456.05,474.15,16986,250620250000
2025-06-26,474.15,478.55,461,471.5,8576,260620250000
2025-06-27,469.15,474.8,465,470.55,8502,270620250000
2025-06-30,461,479,461,470.45,11271,300620250000
2025-07-01,470,493.95,462.1,487.65,31446,010720250000
2025-07-02,490,490,475.2,483.45,11959,020720250000
2025-07-03,470.2,506.5,470.2,485.65,26120,030720250000
2025-07-04,489.4,495,475.05,482.2,11007,040720250000
2025-07-07,484.9,484.9,473.5,474.55,9783,070720250000
2025-07-08,474,477,463,468.7,8565,080720250000
2025-07-09,474.95,487.8,465,473.2,13008,090720250000
2025-07-10,474,483.5,467.05,471.45,6789,100720250000
2025-07-11,470,478.95,465,467.25,9430,110720250000
2025-07-14,467.25,472.85,465,466.25,7238,140720250000
2025-07-15,464,475.95,463.95,472.75,9041,150720250000
2025-07-16,474.9,485,466.15,475,17945,160720250000
2025-07-17,483.95,483.95,471.2,477.95,11706,170720250000
2025-07-18,483.95,484,470.05,472.95,13690,180720250000
2025-07-21,472.95,473,463,468.05,13285,210720250000
2025-07-22,461.25,473.95,461.25,466.9,8506,220720250000
2025-07-23,472.95,472.95,462,466.55,7376,230720250000
2025-07-24,464,470.7,460,460.4,7346,240720250000
2025-07-25,455.1,465,449.6,451.55,8414,250720250000
2025-07-28,451.55,454.95,435,438.15,9040,280720250000
2025-07-29,449,450,433.1,446.65,7453,290720250000
2025-07-30,436.65,450.95,436.65,443.5,5336,300720250000
2025-07-31,432,465.65,430.05,449.35,11261,310720250000
2025-08-01,458.95,465,448,449.2,6250,010820250000
2025-08-04,442,458,428,442.8,9664,040820250000
2025-08-05,435,454,435,442.35,4390,050820250000
2025-08-06,438.5,462.35,435,441.5,6380,060820250000
2025-08-07,440.1,444.95,432,440.05,6830,070820250000
2025-08-08,446,446,430,432.1,6746,080820250000
2025-08-11,443.8,443.8,431,436.2,8876,110820250000
2025-08-12,442.9,449.95,435,442.85,8617,120820250000
2025-08-13,420.7,430,420.7,420.7,18914,130820250000
2025-08-14,399.7,430,399.7,405.45,18762,140820250000
2025-08-18,406.95,420,393,407,21763,180820250000
2025-08-19,396.1,405.85,395,398.95,16929,190820250000
2025-08-20,400.05,404.6,396.1,399.3,5723,200820250000
2025-08-21,400,403,390.95,396.45,12327,210820250000
2025-08-22,396,416.25,390.1,412.05,26431,220820250000
2025-08-25,411,411,396,402.5,10929,250820250000
2025-08-26,399.9,402.5,388,393.15,9401,260820250000
2025-08-28,395,396.55,385,388.7,5037,280820250000
2025-08-29,380,394,380,386.65,4545,290820250000
2025-09-01,384.75,394.9,379,388.45,5807,010920250000
2025-09-02,388.45,396.9,379,381.6,9386,020920250000
2025-09-03,389.9,400.65,381,399.35,8365,030920250000
