Date,Open,High,Low,Close,Volume,DateTime
2025-08-19,100.02,100.76,99.41,100.16,3595,190820250000
2025-08-20,101.65,102.78,100,100.54,3609,200820250000
2025-08-21,100.54,101.99,99.1,99.36,6387,210820250000
2025-08-22,100.15,100.19,97.51,98.09,7412,220820250000
2025-08-25,99.97,101.37,98.25,99.96,4429,250820250000
2025-08-26,100.9,100.9,96.95,97.04,8382,260820250000
2025-08-28,96.95,98.4,95.23,96.69,5968,280820250000
2025-08-29,97.47,98.32,96.05,96.44,2672,290820250000
2025-09-01,96.1,98.99,96.1,98.74,1886,010920250000
2025-09-02,97.83,105.64,97.8,103.16,17302,020920250000
2025-09-03,104.37,104.37,101.97,102.75,2646,030920250000
